2020,2,1,2020.086,11,  2.1,16,28,
2020,2,2,2020.089,0,  0.0,20,22,
2020,2,3,2020.092,0,  0.0,26,30,
2020,2,4,2020.094,0,  0.0,23,24,
2020,2,5,2020.097,0,  0.0,29,30,
2020,2,6,2020.100,0,  0.0,29,31,
2020,2,7,2020.102,0,  0.0,30,36,
2020,2,8,2020.105,0,  0.0,21,26,
2020,2,9,2020.108,0,  0.0,22,25,
2020,2,10,2020.111,0,  0.0,26,27,
2020,2,11,2020.113,0,  0.0,27,29,
2020,2,12,2020.116,0,  0.0,29,31,
2020,2,13,2020.119,0,  0.0,27,30,
2020,2,14,2020.122,0,  0.0,25,28,
2020,2,15,2020.124,0,  0.0,26,29,
2020,2,16,2020.127,0,  0.0,18,21,
2020,2,17,2020.130,0,  0.0,29,33,
2020,2,18,2020.133,0,  0.0,26,29,
2020,2,19,2020.135,0,  0.0,30,31,
2020,2,20,2020.138,0,  0.0,23,24,
2020,2,21,2020.141,0,  0.0,28,32,
2020,2,22,2020.143,0,  0.0,16,18,
2020,2,23,2020.146,0,  0.0,16,18,
2020,2,24,2020.149,0,  0.0,12,12,
